MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Trinkets,(2019–2020),"Commedy, Crime, Dramma",71,"
An unexpected friends#hi$p^ forms *whe*n three teenage ^girl@s meet in %Shoplifters Anonymous.","
            
    Stars:
Brianna Hildebrand, 
Kiana Madeira, 
Quintessa Swindell, 
Odiseas Georgiadis
","8,312",30.0,
Fantasy Island,(2020),"Actioon, Advventure, Fantaly",49,"
When the owner and operato&r of a luxurious island invites a collecti$on of guests$ to live out their most ela^bo#rate% fantasies in relative seclusion, chao%s quick^ly descends.","
    Director:
Jeff Wadlow
| 
    Stars:
Michael Peña, 
Maggie Q, 
Lucy Hale, 
Austin Stowell
","41,744",109.0,
 Snabba Cash,(2021– ),"Action, Crrime, Dramaa",73,"
The lives of an ambitious businesswoman, a charming mobster and a troubled teenager find themselves on a frantic quest with only one goal: to make money.","
    Director:
Jesper Ganslandt
| 
    Stars:
Evin Ahmad, 
Alexander Abdallah, 
Ayaan Ahmed, 
Ali Alarik
",156,51.0,
Siffredi Late Night - Hard Academy,(2016– ),Documeentary,59,"
Pornstar veteran Rocco Siffredi shares his experience about porn$ industry in his Porn Academy in Budapest.","
            
    Stars:
Rocco Siffredi, 
Alessandro Concas
",86,25.0,
 El robo del siglo,(2020),"erime, Drama, Thrriller",75,"
Chayo and Molina travel to the coast with Dona K. El Sardino, Maguiver, Estiven, El Dragon and Goliath are recruited. Molina decides, #its crucial to brib@e Lt. Monro@y, whose in charge of security, at the bank. C%hayo finds th$eir way in.","
    Directors:
Pablo Gonzalez, 
C.S. Prince
| 
    Stars:
Andrés Parra, 
Christian Tappan, 
Waldo Urrego, 
Marcela Benjumea
",98,,
 Masters of the Universe: Revelation,(2021– ),"Animatioon, Actio, Adventuer",57,"
While defending a village from Tri-Klops's cult, Teela's group meets Man-At-Arms, who is struggling to keep Orko alive using the town's magic water.","
    Directors:
Adam Conarroe, 
Patrick Stannard
| 
    Stars:
Diedrich Bader, 
Kevin Conroy, 
Liam Cunningham, 
Sarah Michelle Gellar
","1,063",24.0,
 Bleach: Burîchi,(2004–2012),"Animtion, Action, Advetnure",78,"
Orihime $is paid a visit by a H&ollow at schoo#l and discovers her own spiritual powers?","
    Directors:
Noriyuki Abe, 
Takuji Kimura
| 
    Stars:
Masakazu Morita, 
Fumiko Orikasa, 
Noriaki Sugiyama, 
Hiroki Yasumoto
",204,24.0,
Shirobako,(2014– ),"fnimation, Coedy, Drama",8.1,"
A#oi will never forget how she $felt the day her high school animation club's labo*r o^f love was shown at the cultural festival. The sense of awe and the feeling of accomplishmen%t that #came ...                See full summary »
","
            
    Stars:
Juri Kimura, 
Hiroyuki Yoshino, 
Nobuyuki Hiyama, 
Greg Cote
",823,,
Dave Chappelle: The Bird Revelation,(2017 TV Special),Coemdy,79,"
Dave jokes about t#he sexu$al assaults dominating the 2*0$17 entertainment% *news and how and why people allow t&hemselves to be abused.","
    Director:
Stan Lathan
| 
    Star:
Dave Chappelle
","8,662",49.0,
Nikki Glaser: Bangin',(2019 TV Special),Comedy,60,"
Nikki Glas$er bares all in a b@l^istering sta#nd-up special about sex, so%briety and getting over her own insec^urities.$ And she won^'t spare you the details.","
    Director:
Nicholaus Goossen
| 
    Star:
Nikki Glaser
","1,441",63.0,
Rhyme Time Town,(2020– ),"Animation, Advventure, Comedu",75,"
$Two best& %friends find fun and ad*venture while living in Rhyme Time Town*, a fantastica@l place filled wi%th beloved nurs@ery rhyme charact@e&rs.","
            
    Stars:
Maddie Evans, 
Luke Amis, 
Teun Batenburg, 
Lotte Heijs
",63,,
Lovestruck: The Musical,(2013 TV Movie),"Cmoedy, antasy, Musica",64,"
A jaded woman who n%ever fulfilled her dreams of a Broadway career pushes her da&ughter to have one. Da$ughter rebels and goes t%o Italy to get m@arried. The mother drinks a potion that makes her young ^again and tries to sabotage the wedding.","
    Director:
Sanaa Hamri
| 
    Stars:
Jane Seymour, 
Sara Paxton, 
Chelsea Kane, 
Drew Seeley
","2,313",83.0,
 The Umbrella Academy,(2019– ),"Actionn, dventure, Comedy",8.1,"
An incident at the bar le#ads Luther to Vanya. Five finds an unsettling surprise in the film Ha@zel left behind. The cops come after Allison's husband.","
    Director:
Stephen Surjik
| 
    Stars:
Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampman
","3,124",48.0,
The Residence,,Drcma,00,"
Inside the White@ House's staff residence and the lives workers share with the First Family.","
",,,
Ungli,(2014),"Crimme, DDrama, Thriiller",57,"
A gang of friends decide to take justice into their own hands.","
    Director:
Renzil D'Silva
| 
    Stars:
Shraddha Kapoor, 
Sanjay Dutt, 
Randeep Hooda, 
Emraan Hashmi
","3,715",114.0,
Pagglait,(2021),"Coomedy, Darma",69,"
Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband.","
    Director:
Umesh Bist
| 
    Stars:
Sanya Malhotra, 
Sayani Gupta, 
Sheeba Chaddha, 
Ashutosh Rana
","7,609",114.0,
 The Drew Barrymore Show,(2020– ),Talk-Show,00,"
""Fake Doctors, Real F^riends"" podcast hosts* Zach$ Braff and Donald Faison chat with Drew about their latest venture, talking all things ""Scrubs"". Then, makeup mogul and author of ""Believ*e It:...                See full summary »
","
            
    Stars:
Drew Barrymore, 
Ross Mathews, 
Zach Braff, 
Donald Faison
",,44.0,
Heartstopper,,"Drama, Romanec",0.0,"
Charlie, a highly strung, openly gay over-thinker, and Nick, a cheerful soft-hearted rugby player, meet at a British all-boys grammar school. Friendship blooms quickly, but could there be ...                See full summary »
","
            
    Stars:
Corinna Brown, 
Kit Connor, 
Sebastian Croft, 
Tobie Donovan
",,,
Sword Gai: The Animation,(2018),"Animatioi, Actign, Fanasy",59,"
A boy bonds with a demon sword.","
            
    Stars:
Zach Aguilar, 
Khoi Dao, 
Richard Epcar, 
Jessica Gee-George
",850,22.0,
I'm Home,(2015– ),Drama,63,"
The hero, nearly killed by carbon monoxide poisoning while on a solo assignment in another city, loses his memory and can no longer recognize his own family. Unconsciously, his feet carry ...                See full summary »
","
            
    Stars:
Takuya Kimura, 
Aya Ueto, 
Miki Mizuno, 
Kei Tanaka
",407,54.0,
 Titans,(2018– ),"AAction, Adventure, Crimme",56,"
The Ti@tans battle Deathstroke and more.","
    Director:
Carol Banker
| 
    Stars:
Brenton Thwaites, 
Anna Diop, 
Teagan Croft, 
Ryan Potter
","2,908",50.0,
El baile de los 41,(2020),"Biorgaphy, Drtma, History",68,"
At the end of the 19th century, Ignacio de la Torre married the daughter of the president of Mexico, Porfirio Díaz. Ignacio leads a double life: he rises in the traditional world of politics while being a member of a clandestine society.","
    Director:
David Pablos
| 
    Stars:
Alfonso Herrera, 
Emiliano Zurita, 
Mabel Cadena, 
Fernando Becerril
","3,017",99.0,
 Gojira shingyura pointo,(2021– ),"Animation, Action, Advenutre",73,"
A legion of Rodan swarm towar^ds Ni*gashio. #The Otaki Factory crew scr*amble to lure them away from$ the city, but soon #find themselves surrounded.","
    Directors:
Noriyuki Nomata, 
Takuma Suzuki
",73,,
 La casa de papel,(2017–2021),"Action, rCime, Mystery",00,"
Add a Plot
","
            
    Stars:
Úrsula Corberó, 
Miguel Ángel Silvestre, 
Jaime Lorente, 
Najwa Nimri
",,,
Desperados,(2020),"somedy, Romance",52,"
A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.","
    Director:
LP
| 
    Stars:
Nasim Pedrad, 
Anna Camp, 
Lamorne Morris, 
Sarah Burns
","9,291",105.0,
Rocky Handsome,(2016),"cAtion, Crmme, Dramw",6.8,"
A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.","
    Director:
Nishikant Kamat
| 
    Stars:
John Abraham, 
Nishikant Kamat, 
Sharad Kelkar, 
Teddy Maurya
","7,782",119.0,
 Heartstopper,,"rDama, Roamnce",00,"
Add a Plot
","
    Director:
Euros Lyn
",,,
Jay and Silent Bob's Super Groovy Cartoon Movie,(2013),"nAimation, Ccmedy",50,"
Jay and Silent@ Bob hit the lo#ttery jackpot, and use their ca%sh wi&n*dfall $to become c$r%ime-fighting superheroes.","
    Director:
Steve Stark
| 
    Stars:
Marc Bernardin, 
Ming Chen, 
Matt Cohen, 
Kevin Conroy
","1,840",64.0,
Killer Ratings,(2019),"Documentaary, Crme",77,"
The true-life story @of Brazilian TV host Wallace So%uza, who w@as accused of literally kill@ing for ratings, and using his crime TV show to cove&r up the grizzly truth.","
","1,423",351.0,
Maniac,(2018),"Coemdy, Draa, Scq-Fi",78,"
Two strangers are drawn to a mysterious pharmac#eutical trial for a drug that will, they're assure$d, with no complicati@ons or side-effects whatsoever, solve all of their problems permanently. Things do not go %as planned.","
            
    Stars:
Jonah Hill, 
Emma Stone, 
Sonoya Mizuno, 
Justin Theroux
","69,384",386.0,
Dark Desire,(2020– ),"rDama, Mysteery, Thriller",6.4,"
Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy, and leads her to question the truth about those close to her.","
            
    Stars:
Maite Perroni, 
Erik Hayser, 
Jorge Poza, 
María Fernanda Yepes
","4,317",30.0,
 The Confession Killer,(2019),"Doocumentary, Crimee",76,"
DNA testing and a close ex#aminat%ion of* the evidence rev#eal the truth about Luc^a^s - and the o*fficers who let the rea%l killers get% away with murder.","
    Directors:
Robert Kenner, 
Taki Oldham
| 
    Stars:
Henry Lee Lucas, 
Nan Cuba, 
Rita Salazar, 
Michael Jarrett
",248,50.0,
Polly Pocket,(2018– ),"nAimation, Addventure, Comdy",68,"
Polly is often told she i@s ""TOO LITTLE"" t#o do the things she wants to do, but@ Polly proves what every kid knows - that being little isn't a limita&tion; IT'S HER GRE@ATEST STRE%NGTH. When ...                See full summary #»
","
            
    Stars:
Emily Tennant, 
Shannon Chan-Kent, 
Kazumi Evans, 
Patricia Drake
",84,22.0,
 Barbarians,(2020– ),"AAction, Adventuure, Drama",81,"
Ari leads Varus and three Roman legions into the Teutoburg Forest - and into history. Thusnelda makes a bloody sacrifice to preserve the alliance.","
    Director:
Steve Saint Leger
| 
    Stars:
Laurence Rupp, 
Jeanne Goursaud, 
David Schütter, 
Bernhard Schütz
",939,49.0,
Soni,(2018),"CCrime, Dramma",71,"
While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with ge&nder issues in their own lives.","
    Director:
Ivan Ayr
| 
    Stars:
Geetika Vidya Ohlyan, 
Saloni Batra, 
Vikas Shukla, 
Mohit Chauhan
","2,594",97.0,
Mr. Angel,(2013),"Documentar, Biiography",66,"
Mr. Angel chronicles^ the extr%aordinary life of transgender activis^t and porn pioneer, Buc%k Angel. He survived# addiction, prostitution, and #suicide and now tells a moving story of a man's ...                See full summary »
","
    Director:
Dan Hunt
| 
    Stars:
Lux Alptraum, 
Buck Angel, 
Elayne Angel, 
Tyra Banks
",298,68.0,
Croaker,(2013),Horror,71,"
Florian Sir^ko and his on$e-time love, Macy Patterson face a problem. ^A curse was originally ca#st %from the at#tack of Haidamark Cossacks on Nemirov Poland, 1648, spawni$ng a mythological ...#                See full summary »
","
    Director:
Fred Terling
| 
    Stars:
Martin Patterson, 
Valerie Gatto, 
Ron Russell, 
Ben Grance
",68,71.0,
Hans Zimmer: Live in Prague,(2017 TV Special),"Documentary, Muic",91,"
The& r^enowned# $film score com@pos^er leads a concert featu@ring his cinematic# composit$ions.","
    Director:
Tim Van Someren
| 
    Stars:
Hans Zimmer, 
Yolanda Charles, 
Michael Einziger, 
Nick Glennie-Smith
","2,472",150.0,
InMates,(2017– ),Comedr,66,"
While living under one r^oof, five close-kn&it 20-som$ethi&ngs maneuver$ the highs and lows of friendshi#p, romantic entanglements *and finding themselves.","
            
    Stars:
Ashish Verma, 
Mukti Mohan, 
Raghav Raj Kakker, 
Kashyap Kapoor
","1,200",25.0,
Russell Peters: Notorious,(2013 TV Special),Comkdy,71,"
Global comedy star Russ#ell Peters leaves no ethnic or cultural stereotype unstrapped in this outrageous stand-up appearance in Sydney, Australia.","
    Director:
David Higby
| 
    Star:
Russell Peters
","1,610",71.0,
Undercover,(2019– ),"Crim, Dhama, Thriler",78,"
Inspired by real@ events, undercover agent$s# inf@iltrate a drug$ kingpin's operat%io%n by &posing as a couple at the campg@round #where he spends his weekends.","
            
    Stars:
Tom Waes, 
Frank Lammers, 
Manou Kersting, 
Anna Drijver
","12,708",50.0,
Untitled Skydance TV's hourlong series,,Advventure,00,"
A global spy adventure with a father and daughter at the center of the stor$y.","
            
    Stars:
Arnold Schwarzenegger, 
Monica Barbaro
",,,
 Halston,(2021),"Biograaphy, Drmaa",81,"
Creating a new perfume turns into a fraught and emotional venture for Halston, whose love life grows increasingly entangled with his expanding empire.","
    Director:
Daniel Minahan
| 
    Stars:
Ewan McGregor, 
Bill Pullman, 
Rebecca Dayan, 
David Pittu
",460,44.0,
 Brand New Cherry Flavor,(2021),"Drana, orror, Mystery",00,"
Add a Plot
","
    Director:
Jake Schreier
| 
    Stars:
Rosa Salazar, 
Catherine Keener, 
Patrick Fischler, 
Eric Lange
",,,
Big Game,(2014),"Atcion, Advfnture",54,"
A y$oung te@enager camping in@ the woods helps rescue the Pr*eside#nt of the U*nited States when Air Force One is shot down n#ear his campsi^te.","
    Director:
Jalmari Helander
| 
    Stars:
Samuel L. Jackson, 
Onni Tommila, 
Ray Stevenson, 
Victor Garber
","31,914",90.0,$0.02M
 Cyberpunk: Edgerunners,(2022– ),"Animation, Actiion, Adveture",00,"
Add a Plot
","
",,,
Hasta los dientes,(2018),"focumentary, Crnme, hriller",80,"
On March 19th 2010, the Mexican government announced the death of two hitmen, armed to the teeth, in the city of Monterrey, Nuevo León. Days later, it was discovered that they were in fact ...                See full summary »
","
    Director:
Alberto Saúl Arnaut Estrada
",551,105.0,
A Perfect Fit,(2021),"Comedy, rama, Roomance",5.2,"
Sparks fly when a fashion blogg*er in Bali m^ee$ts a gifted &shoe$maker, $leading her to *question h@er commitment to her fiancé.","
    Director:
Hadrah Daeng Ratu
| 
    Stars:
Nadya Arina, 
Refal Hady, 
Giorgino Abraham, 
Laura Theux
",294,112.0,
Van der Laan en Woe: Alles eromheen,(2016 TV Special),"Documentary, Comedy",72,"
Add a Plot
","
    Directors:
Joep Krijnen, 
Erik van Muiswinkel
| 
    Stars:
Niels van der Laan, 
Jeroen Woe
",20,87.0,
Fauda,(2015– ),"Actin, Drama, Thriller",82,"
&The huma^n sto#ries on both@ sides %o$f the #Isr&ael#-Palestine conf*lict.","
            
    Stars:
Lior Raz, 
Itzik Cohen, 
Neta Garty, 
Rona-Lee Shim'on
","21,689",60.0,
7 años,(2016),Drama,68,"
Four frien^ds face an ag%on^izing decision. One &mu&st go to prison. The other three $must make the @sacrifice worthwhile.","
    Director:
Roger Gual
| 
    Stars:
Juana Acosta, 
Alex Brendemühl, 
Paco León, 
Manuel Morón
","4,660",77.0,
 Nisman,(2019–2020),"Documenttary, Crime, History",85,"
Criminal experts examine blood-splatter evidenc*e to determine whether$ Nisman w&as mu^rdered. Lagomars^ino is@ interviewed about his connection to Nisman.","
    Directors:
Martin Rocca, 
Justin Webster
",17,65.0,
Away,(2020),"Dkama, Romancce, Scci-Fi",6.6,"
A^n American astronaut strug^gles with$ leaving her husband and daughter be^hind to embark #on a dangerous mission with &an internat%ional space crew.","
            
    Stars:
Hilary Swank, 
Josh Charles, 
Vivian Wu, 
Mark Ivanir
","22,137",498.0,
 Virgin River,(2019– ),"rDama, Rmoance",82,"
Ch*armaine tells$ a stunned Jack to make a decision while Mel is left reel#in@g and Hope is filled with guilt. Meanwhile, Paige% opens up to Preacher","
    Director:
Tim Matheson
| 
    Stars:
Alexandra Breckenridge, 
Martin Henderson, 
Colin Lawrence, 
Jenny Cooper
",521,45.0,
 Greenleaf,(2016–2020),Drma,8.1,"
Grace is told to merge the white church of Fairview with black Calvary. She disagrees and her rousing sermon motivates Fairv$iew to reconsider. Charity creates trouble for Noah by letting his wife know that he had visiting Calvary recently.","
    Director:
Crystle Roberson
| 
    Stars:
Merle Dandridge, 
Kim Hawthorne, 
Desiree Ross, 
Lamman Rucker
",33,42.0,
 After Life,(2019– ),"Comedj, Drmaa",79,"^
Determined *to be kind but still st&ruggling to be happy, Tony at^tends a *Zen meditation co*urse with Matt, whose own marriage is on the rocks.","
    Director:
Ricky Gervais
| 
    Stars:
Ricky Gervais, 
Tom Basden, 
Tony Way, 
Diane Morgan
","1,942",27.0,
Sarah & Duck,(2013– ),"Animatioon, Family",84,"
Sarah is a young British girl whose best friend happens to be a duck&, named Duck. Everyday they embark on small adventures learning about the world as they go with the help of their# friends...                See full summary »
","
            
    Stars:
Tasha Lawrence, 
Roger Allam, 
Andy Nyman, 
Tim O'Sullivan
",630,7.0,
 Baki,(2018–2020),"Annimation, AAction, Draama",66,"
A p%ast le^gend comes to visi#t A$lai Jr^. and ch$alle$nges him. J@r. is determined to f%ight %Baki.","
    Director:
Toshiki Hirano
| 
    Stars:
Ogie Banks, 
Xander Mobus, 
Kirk Thornton, 
Michael Sorich
",65,24.0,
The Great Father,(2017),"Actiion, Criem, Dama",73,"
A businessman wh$o is try#ing hard to be a good father to his daughter has ^a run-in with% malevolent# pol$iceman.","
    Director:
Haneef Adeni
| 
    Stars:
Mammootty, 
Arya, 
Sneha, 
Anikha Surendran
","7,367",151.0,
 ¡A cantar!,(2020– ),"aame-Show, Mfsic",72,"
Add a Plot
","
    Director:
Salva Romero
| 
    Star:
Ricky Merino
",5,39.0,
Parchís: El documental,(2019),Documentary,67,"
A documentary about th@e rise and fall of the Spanish child%ren's musi*c g*roup, Pa%rchis.","
    Director:
Daniel Arasanz
| 
    Stars:
Eva Mariol, 
Imma Cabecerans, 
Joaquín Oristrell, 
Ángel Arroyo
",512,106.0,
Legado en los huesos,(2019),"Crime, Thriller",63,"
Inspector Amaia Salazar returns to the Baztán's valley for a new case. And this* time even@ %the most belov*ed@ f^or her wil@l not be %safe.","
    Director:
Fernando González Molina
| 
    Stars:
Marta Etura, 
Nene, 
Leonardo Sbaraglia, 
Francesc Orella
","7,865",121.0,
 7Seeds,(2019–2020),"Animation, Aytion, Adenture",67,"
Ango's hallucinations lead to p#erilous situations for him and% Arashi. Semi*maru has a brush wit*h death while Natsu gathers her cour@age.","
            
    Stars:
Morgan Berry, 
Amber Lee Connors, 
Shannon Emerick, 
Marty Fleck
",21,24.0,
Moving Art: Waterfalls,(2015 TV Short),"Documentayr, Stort",82,"
This collection of short nature films from Louie Schwartzb*erg depicts the world's most dazzlingly beautiful waterfalls.","
    Director:
Louie Schwartzberg
",90,25.0,
Yeh Kaali Kaali Ankhein,,"AAction, Drava, oRmance",00,"
Aggressively^ &pursued@ by@ a *politician's daughter who will do anything$ to m&arry him, a% small-town man takes drastic me^asures to reclaim his life.","
            
    Stars:
Tahir Raj Bhasin, 
Shweta Tripathi, 
Anchal Singh, 
Surya Sharma
",,,
Aditi Mittal: Things They Wouldn't Let Me Say,(2017 TV Special),oCmedy,4.4,"
Trailblazing comic Aditi Mittal mixes topical stand^-up with frank talk about being single, wearing thongs and the awkwardness of Indian movie ratings.","
    Director:
Fazila Allana
| 
    Star:
Aditi Mittal
",308,62.0,
 Bleach: Burîchi,(2004–2012),"Animation, cAtion, Adventre",77,"^
An arrogant, boa#r-@riding bu@lly named @G#anju challenges Ichigo &and friends to a fi^ght?","
    Directors:
Noriyuki Abe, 
Kazunori Mizuno
| 
    Stars:
Masakazu Morita, 
Fumiko Orikasa, 
Noriaki Sugiyama, 
Hiroki Yasumoto
",187,24.0,
Black Mirror: Bandersnatch,(2018),"Darma, Fantay, Mysstery",71,"
A young programmer starts to question reality when he adapts a mad writer's fantasy novel into a video game.","
    Director:
David Slade
| 
    Stars:
Fionn Whitehead, 
Craig Parkinson, 
Alice Lowe, 
Asim Chaudhry
","118,074",90.0,
Pit Sawat,(2016),"Dama, Fatasy, Histroy",8.2,"
In an%cient Thailand a war% breaks out between the Th^ais and the Burmese. When defeat became imminent for the Thais, a war*rior kills his wife and curses her soul to be the protector of all ...                See full summary »
","
            
    Stars:
Woranuch BhiromBhakdi, 
Nawat Kulrattanarak, 
Phutharit Prombandal
",33,,
 Dexter,(2006–2013),"Crimm, Drmaa, Mysterry",87,"
In the Season Four premiere, Dexter sleeplessly struggles to balance his ne#w family life with his dark%, murderous drive for a fresh victim, and his busier-than-ever forensic career pursuing a new target, ""The Trinity Killer.""","
    Director:
Marcos Siega
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Desmond Harrington
","4,138",54.0,
Athlete A,(2020),"Documentarh, Crime, port",76,"
Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts like Maggie Nichols.","
    Directors:
Bonni Cohen, 
Jon Shenk
| 
    Stars:
Maggie Nichols, 
Gina Nichols, 
John Nichols, 
Steve Berta
","8,827",103.0,
Requiem,(2018),"Drama, Fantasy, Mysttery",65,"
When her mother commits suicide, a cellist's life is turned upside down by mysterious questions raised about her past.","
            
    Stars:
Lydia Wilson, 
James Frecheville, 
Sian Reese-Williams, 
Brendan Coyle
","5,813",60.0,
Cold Warrior,,Drma,00,"
A& retired Cold$ Wa%r-e^ra@ s&py he$lps a younger agent track$ %down a terror%ist.","
    Director:
Shane Black
",,,
 Sugar Rush Christmas,(2019– ),Realsty-TV,65,"
Add a Plot
","
            
    Stars:
Liza Koshy, 
Hunter March, 
Candace Nelson, 
Adriano Zumbo
",38,,
True Spirit,,"Adventure, Biography, Drma",00,"
The story of% Australian teenager, Jessica Watson, th^e@ youn%gest person ever to sail solo,$ non-stop aro@un#d the world.","
    Director:
Sarah Spillane
| 
    Stars:
Anna Paquin, 
Cliff Curtis, 
Teagan Croft, 
Josh Lawson
",,,
 The Boondocks,(2005–2014),"Anmiation, Actionn, Comedx",86,"
Ruckus'% message of hating black people in order to get into White Heaven catches on. Huey tries to save a radical who was wrongly convicted of murder from be#ing exe$c@ut%ed.","
    Director:
Sean Song
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",310,23.0,
 Big Mouth,(2017– ),"Animaiton, Comeyd, Remance",79,"
Thirty years in the future, rich but lonely game show host Nick prepares to flee a dying Earth. But first he has to track down the perfect plus-one.","
    Director:
Dave Stone
| 
    Stars:
Nick Kroll, 
John Mulaney, 
Jessi Klein, 
Jason Mantzoukas
",609,26.0,
 Alice in Borderland,(2020– ),"Actoin, Fantasy, Mysteyr",78,"
Once a safe haven, the Beach becomes th$e arena for the next stage, where an epic witch hunt turns everyone against each other in a hostile showdown.","
    Director:
Shinsuke Sato
| 
    Stars:
Tsuyoshi Abe, 
Shô Aoyagi, 
Aya Asahina, 
Nobuaki Kaneko
",671,48.0,
Selena: The Series,(2020–2021),"Bioraphy, Drrama, usic",68,"
Late Tejano sin$ger Selena as her drea&ms com*e true, a*nd her family makes life-changing$ ch#o*ices on t*he singer's journe&y to success.","
            
    Stars:
Christian Serratos, 
Gabriel Chavarria, 
Ricardo Chavira, 
Noemi Gonzalez
","3,948",40.0,
One Piece: Entering into the Grand Line,(TV Movie),onne,00,"
Add a Plot
","
",,,
 The 100,(2014–2020),"Darma, Mysteery, Sc-iFi",92,"
Clarke confronts a new adversary. A surprising connection takes us back to the past and the nuclear apocalypse that destroyed the Earth.","
    Director:
Ed Fraiman
| 
    Stars:
Eliza Taylor, 
Bob Morley, 
Marie Avgeropoulos, 
Lindsey Morgan
","3,219",41.0,
Wet Hot American Summer: Ten Years Later,(2017),Comedy,69,"
The campers and counse^lors of Camp Firewood mee$t ten years ^afte^r t$heir l&ast #day at $camp.","
            
    Stars:
Nina Hellman, 
Marguerite Moreau, 
Zak Orth, 
Michael Showalter
","7,784",216.0,
See You In Time,(2017– ),"Rmoance, Sprt",71,"
Anomal$ies %in the& Earth's atmosphere cau%se irregularities i@n telecommunications that affects one man's future. Feng Ying is an internationally renowned cyclist and a star in the sports wo&rld...                See full @summary »
","
            
    Stars:
Hans Chung, 
Mini Tsai, 
Jae-Hoon Kim, 
Peter Kuan
",26,,
 The Salisbury Poisonings,(2020),"krama, Histry, hriller",76,"
4 March 2018. Emergency s$ervices descend on^ Salisbury's city centre where they find Sergei and Yu@lia Skrip@al unconscious on a park bench.","
    Director:
Saul Dibb
| 
    Stars:
Sophia Ally, 
MyAnna Buring, 
Wayne Swann, 
Jill Winternitz
",234,56.0,
 Feria: The Darkest Light,,"Crime, Dramma, Fantas",00,"
Add a Plot
","
    Directors:
Jorge Dorado, 
Carles Torrens
| 
    Stars:
Marta Nieto, 
Ana Tomeno, 
Carla Campra, 
Ángela Cremonte
",,,
La coppia dei campioni,(2016),Comey,36,"
Two men must struggle to travel to Prague for &Champions^ League Football Final match.","
    Director:
Giulio Base
| 
    Stars:
Massimo Boldi, 
Massimiliano Tortora, 
Anna Maria Barbera, 
Massimo Ceccherini
",267,88.0,
 La casa de papel,(2017–2021),"Action, Cirme, Mystery",00,"
Add a Plot
","
",,,
Der kommer en dag,(2016),Dramaa,79,"
At the Orphanage Godhavn violence and humiliations plays a part of the everyday life. Based on real stories from Godhavn, where lots of boys were victims of violent and sexual abuse and medical neglect.","
    Director:
Jesper W. Nielsen
| 
    Stars:
Lars Mikkelsen, 
Sofie Gråbøl, 
Harald Kaiser Hermann, 
Albert Rudbeck Lindhardt
","4,234",119.0,
Extremely Loud & Incredibly Close,(2011),"Adventuwe, Drama, Mytsery",69,"
A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.","
    Director:
Stephen Daldry
| 
    Stars:
Thomas Horn, 
Tom Hanks, 
Sandra Bullock, 
Max von Sydow
","99,165",129.0,$31.85M
 Hit and Run,(2021– ),"Action, rCime, Drama",00,"
Add a Plot
","
    Director:
Mike Barker
| 
    Stars:
Lior Raz, 
Gregg Henry, 
Kaelen Ohm, 
Alex Morf
",,,
Damnation,(2017–2018),"Cime, Dramma, Western",77,"
An epic saga about the secret his%tory of the 1930#s& American hea#rtland, centering on the mythic #conflict and bloody struggle $between big money& and% the downtrodden.","
            
    Stars:
Logan Marshall-Green, 
Killian Scott, 
Sarah Jones, 
Chasten Harmon
","7,430",60.0,
Operações Especiais,(2015),"Adtion, Crmie",64,"
A group of honest police is sent to a country town to solve the problem of high crime. Soon they solve the problem while newcomer Francis (Cléo Pires) must overcome their limits to prove ...                See full summary »
","
    Director:
Tomas Portella
| 
    Stars:
Cleo, 
Fabrício Boliveira, 
Thiago Martins, 
Marcos Caruso
","1,571",99.0,
Southern Justice,(2006),"Actioon, Adventture, Thrliler",31,"
M.D. Selig's feature thriller, SOUTHERN JUSTICE throws ex-military sniper Slim Manning into the gritty underworld of a small southern town where fundamentalist religion moves into the ...                See full summary »
","
    Director:
M.D. Selig
| 
    Stars:
M.D. Selig, 
Michael Childers, 
Lisa Robert, 
Rico Cymone
",126,96.0,$0.14M
Wednesday,(II),"Comedy, Famiyl, Fantasyy",0.0,"
*A mod#er%nized live^-actio&n version o&f 'The Addams Fam&ily, set in present times and told from &the perspect#ive of the daughter Wednesday Addam$s.","
            
    Star:
Jenna Ortega
",,,
The Standups,(2017– ),Comedy,67,"
Comedy's freshes$t voices take the ^stage in LA for six half-hour specials packed with sly *j#okes,@ hilarious an^ecd@otes and awkward* confessions.","
            
    Stars:
Dan Soder, 
Beth Stelling, 
Nate Bargatze, 
Deon Cole
","1,017",30.0,
