MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Dead Places,(2021– ),"Adventure, Horror, Thriller  ",6.8  ,An author who has dedicated his career to solving paranormal cases returns home to South Africa to investigate the biggest mystery of his life: his sister's death in a water canal 20 years ago.,"
            
    Stars:
Shamilla Miller, 
Anthony Oseyemi, 
Rea Rangaka, 
Shalom Nyandiko
",757,45.0,
Game Changer,,None  ,1.0  ,Plot unknown.,"
",,,
 High-Rise Invasion,(2021– ),"Animation, Action, Horror",10.0,"A new alliance is born, and a lot of secrets about this realm are unveiled.","
            
    Stars:
Haruka Shiraishi, 
Shiki Aoki, 
Junya Enoki, 
Yuichiro Umehara
",105,,
Dear White People,(2017–2021),"Comedy, Drama  ",6.2  ,"At a predominantly white Ivy League college, a group of black students navigate various forms of racial and other types of discrimination.","
            
    Stars:
Antoinette Robertson, 
Logan Browning, 
Brandon P Bell, 
DeRon Horton
","23,061",30.0,
 Glória,(2021– ),"Drama, History, Thriller  ",0.0  ,Add a Plot,"
    Director:
Tiago Guedes
| 
    Stars:
Matt Rippy, 
João Arrais, 
Rafael Morais, 
Miguel Nunes
",,,
The Protector,(2018–2020),"Action, Fantasy, Sci-Fi  ",6.7  ,"Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.","
            
    Stars:
Çagatay Ulusoy, 
Hazar Ergüçlü, 
Okan Yalabik, 
Burçin Terzioglu
","32,936",40.0,
 Lost Ollie,,"Animation, Adventure, Drama  ",0.0  ,Add a Plot,"
            
    Stars:
Gina Rodriguez, 
Jake Johnson, 
Jonathan Groff, 
Tim Blake Nelson
",,,
Maria,(II) (2019),"Action, Crime, Drama",5.0,A Filipino female assassin quits and fakes her death. Her old boss finds out after she's gotten a family. He tries to kill them. She responds.,"
    Director:
Pedring Lopez
| 
    Stars:
Cristine Reyes, 
Germaine De Leon, 
KC Montero, 
Ronnie Lazaro
","1,872",90.0,
Love Aaj Kal,(2020),"Drama, Romance  ",4.7  ,"When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone era may offer some wisdom.","
    Director:
Imtiaz Ali
| 
    Stars:
Kartik Aaryan, 
Sara Ali Khan, 
Randeep Hooda, 
Arushi Sharma
","7,937",142.0,
La Línea: La Sombra del Narco,(2020),"Documentary, Crime  ",6.4  ,"Go inside La Línea, the Spanish beach town turned into Europe's drug trafficking hub, and meet the law enforcement officials determined to change that.","
            
    Star:
Juan Franco
",340,,
Into the Beat - Dein Herz tanzt,(2020),"Drama, Music, Romance  ",5.3  ,"A ballerina discovers hip-hop by chance and is faced with an impossible choice: Does she pursue her family's legacy or her newfound love?","
    Director:
Stefan Westerwelle
| 
    Stars:
Alexandra Pfeifer, 
Helen Schneider, 
Anton Wichers, 
Trystan Pütter
","1,063",102.0,
Fuller House: Anniversary Celebration,(2017 TV Movie),Comedy  ,6.2  ,"Add a Plot","
",6,,
Real Rob,(2015– ),Comedy,6.4,Centers around comedian Rob Schneider's real life while living in Hollywood.,"
            
    Stars:
Rob Schneider, 
Patricia Maya Schneider, 
Jamie Lissow, 
Miranda Scarlett Schneider
","2,650",30.0,
Nerdcore Rising,(2008),"Documentary, Music  ",67.0  ,"Hilariously entertaining, Nerdcore Rising introduces a new wave of hip-hop to the world called ""Nerdcore"" where computer-obsessed geeks bust rhymes about the hard knock life of nerdom. The ...                See full summary »","
    Directors:
Negin Farsad, 
Kimmy Gatewood
| 
    Stars:
Damian Hess, 
Gaby Alter, 
Beefy, 
Jello Biafra
",412,85.0,
Paranoid,(2016),"Crime, Drama, Mystery  ",67.0  ,"The murder of a female GP in a rural playground in front of numerous witnesses draws a group of detectives into an ever-darkening mystery that takes them across Europe, aided by mysterious notes sent by the ""Ghost Detective"".","
            
    Stars:
Indira Varma, 
Robert Glenister, 
Dino Fetscher, 
Christiane Paul
","7,413",45.0,
Revenge of the Electric Car,(2011),Documentary  ,72.0  ,"Director Chris Paine takes his film crew behind the closed doors of Nissan, GM, and the Silicon Valley start-up Tesla Motors to chronicle the story of the global resurgence of electric cars.","
    Director:
Chris Paine
| 
    Stars:
Tim Robbins, 
Dan Neil, 
Danny DeVito, 
Ray Wert
","1,808",90.0,$0.15M
Kingdom of Us,(2017),"Documentary, Drama  ",71.0  ,A father's suicide sends a family of eight on a journey through childhood memories and treacherous emotional waters in this poignant documentary.,"
    Director:
Lucy Cohen
| 
    Stars:
Jamie-Jodie Shanks, 
Kacie-Kimie Shanks, 
Lorie-Lanie Shanks, 
Mirie-Marie Shanks
",828,109.0,
 Dash & Lily,(2020– ),"Comedy, Drama, Romance",82.0,Add a Plot,"
    Director:
Fred Savage
| 
    Stars:
Midori Francis, 
Austin Abrams, 
Dante Brown, 
Troy Iwata
",266,27.0,
Ginny & Georgia,(2021– ),"Comedy, Drama  ",75.0  ,"Ginnny Miller, an angsty fifteen-year-old, often feels more mature than her thirty-year-old mother, the irresistible and dynamic Georgia Miller.","
            
    Stars:
Brianne Howey, 
Antonia Gentry, 
Diesel La Torraca, 
Jennifer Robertson
","35,247",,
Darc,(2018),"Action, Crime, Thriller  ",5.8  ,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.","
    Director:
Julius R. Nasso
| 
    Stars:
Tony Schiena, 
Armand Assante, 
Kippei Shîna, 
Shô Ikushima
","4,109",97.0,
El hombre de las mil caras,(2016),"Biography, Thriller  ",69.0  ,"The story of a man who fooled an entire country. A tale of cheats and impostors, taking its inspiration from true facts and from one of the most intriguing characters of recent decades: the spy Francisco Paesa.","
    Director:
Alberto Rodríguez
| 
    Stars:
Jose Coronado, 
Eduard Fernández, 
Miquel García Borda, 
Santiago Molero
","7,515",123.0,
Bad Papa,(2018– ),"Drama, Family  ",7.4  ,"Yoo Ji Cheol used to be a top boxer. After hitting rock bottom, he decides to gain control of his life again through mixed martial arts.","
            
    Stars:
Lee Da-wit, 
Jang Hyuk, 
Kim Jaekyung, 
Man-sik Jeong
",101,35.0,
Intersections,(2013),"Action, Romance, Thriller",59.0,A couple on their honeymoon in Morocco survive a deadly car accident in the middle of the desert.,"
    Director:
David Marconi
| 
    Stars:
Frank Grillo, 
Jaimie Alexander, 
Roschdy Zem, 
Marie-Josée Croze
","3,017",101.0,
 Never Have I Ever,(2020– ),Comedy  ,87.0,A disastrous snooping incident compels Devi and Nalini to do some introspection. Paxton steps out of his comfort zone. Eleanor has a breakthrough.,"
    Director:
Claire Scanlon
| 
    Stars:
Maitreyi Ramakrishnan, 
Richa Moorjani, 
Jaren Lewison, 
Darren Barnet
",368,,
Def Comedy Jam 25,(2017 TV Special),"Documentary, Comedy  ",67.0,"Def Comedy Jam 25 celebrates the impact and legacy of the groundbreaking HBO comedy series Def Comedy Jam, which debuted 25 years ago running from 1992 to 1997. Def Comedy Jam 25 celebrates ...   See full summary »","
    Director:
Louis J. Horvitz
| 
    Stars:
Dave Chappelle, 
Tiffany Haddish, 
Steve Harvey, 
Bill Bellamy
","1,018",80.0,
Yin-Yang Master I,(2020),"Action, Drama, Fantasy  ",65.0,"Qing Ming, the Yin-Yang Master, took his master's last wish and went to the Capital Tiandu City to attend the heaven ceremony.","
    Director:
Jingming Guo
| 
    Stars:
Mark Chao, 
Allen Deng, 
Ziwen Wang, 
Jessie Li
","4,028",132.0,
H2O: Just Add Water,(2006–2010),"Drama, Family, Fantasy  ",7.0,Three girls become mermaids after a mysterious island transforms them and gives them special powers.,"
            
    Stars:
Cariba Heine, 
Phoebe Tonkin, 
Angus McLaren, 
Burgess Abernethy
","13,458",23.0,
Yabani Asli,(2017),"Comedy, Family",5.0,"(Muharram) The representative of a tourist company living in a popular area, is in love with a Japanese diplomat called Sakura. They marry and have two twin children, and in the difficult ...                See full summary »","
    Director:
Mahmood Karim
| 
    Stars:
Mohamed Abdelmoaty, 
Muhammad Abdullatif, 
Adham Ahmad, 
Islam Ahmad
",326,95.0,
Amazing Hotels: Life Beyond the Lobby,(2017– ),Documentary  ,78.0  ,Giles Coren and Monica Galetti travel the globe visiting some of the world's most incredible hotels. They go beyond the lobby to see the areas that the public never see and roll up their sleeves to work alongside staff.,"
            
    Stars:
Giles Coren, 
Monica Galetti
",329,60.0,
 Jamtara: Sabka Number Ayega,(2020– ),Crime  ,7.1  ,"When Gudiy's coaching classroom is burned down, Sunny considers drastic retaliation. A slipped note leads Dolly and Saurav to a deserted warehouse.","
    Director:
Soumendra Padhi
| 
    Stars:
Amit Sial, 
Dibyendu Bhattacharya, 
Aksha Pardasany, 
Sparsh Srivastav
",91,27.0,
 Magic for Humans,(2018– ),"Comedy, Reality-TV  ",75.0  ,"Vices have a lot of power over us. To understand his own indulgences, Justin delves into the world of vices and meets people who can't say no to urges. Welcome to a binge full of junk food, child gambling and smashing stuff with bats.","
    Directors:
Adam Franklin, 
Dave Paige
| 
    Stars:
Justin Willman, 
Lamar Bell, 
Noah Arrue, 
Marina Cerochi
",52,,
Alias Grace,(2017),"Biography, Crime, Drama  ",7.7  ,"In 19th-century Canada, a psychiatrist weighs whether a murderess should be pardoned due to insanity.","
            
    Stars:
Sarah Gadon, 
Edward Holcroft, 
Rebecca Liddiard, 
Zachary Levi
","28,424",267.0,
Rekonesans,(2021),Action,0.0,The gratefulness between 2 people from a very different world.,"
    Director:
Sr. Premil
| 
    Star:
Sr. Premil
",,90.0,
 Tribes of Europa,(2021– ),"Action, Adventure, Drama  ",73.0  ,"Liv must choose to support either Commander David Voss or the Father, General Cameron. Lord Varvara engages Kiano and then decides whether he earns a bid at the Boj. Elija and Moses struggle to reclaim the cube from Bracker.","
    Director:
Florian Baxmeyer
| 
    Stars:
Henriette Confurius, 
Emilio Sakraya, 
David Ali Rashed, 
Melika Foroutan
",477,44.0,
 The Sinner,(2017– ),"Crime, Drama, Mystery  ",72.0  ,Ambrose looks into Jamie and Nick's relationship before the crash. Jamie begins to unravel.,"
    Director:
Adam Bernstein
| 
    Stars:
Bill Pullman, 
Jessica Hecht, 
Parisa Fitz-Henley, 
Eddie Martinez
","1,373",45.0,
 She-Ra and the Princesses of Power,(2018–2020),"Animation, Action, Adventure  ",7.7  ,"After discovering that Entrapta is alive, Bow and Glimmer go on a mission to rescue her. Light Hope wants Adora to include Swift Wind in her training.","
    Directors:
Stephanie Stine, 
David Dwooman Woo
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
",948,24.0,
The Girl on the Train,(2021),"Crime, Drama, Mystery  ",44.0  ,"The story follows a recent divorcee who spends her daily commute fantasizing about a seemingly perfect couple who live in a house that her train passes daily, but something shocking happens there one day.","
    Director:
Ribhu Dasgupta
| 
    Stars:
Aditi Rao Hydari, 
Kirti Kulhari, 
Parineeti Chopra, 
Hiten Patel
","7,821",120.0,
The Joel McHale Show with Joel McHale,(2018),Comedy,72.0,"Joel McHale, the snarky star of Community (2009), ridicules the silliest moments reality television, internet videos and TV from around the world have to offer. Each episode also features celebrity guests and a couple of sketches.","
            
    Stars:
Joel McHale, 
Paul Feig, 
Brad Stevens, 
Dominic DeLeo
","2,277",30.0,
Tokyo Trial,(2016),"Drama, History  ",7.4  ,"A historical drama that focuses on a decade-long investigation into events in the Pacific during and after WWII.","
            
    Stars:
Tim Ahern, 
Paul Freeman, 
Serge Hazanavicius, 
Marcel Hensema
","1,381",45.0,
 Supergirl,(2015–2021),"Action, Adventure, Drama  ",6.5  ,"Supergirl helps Winn overcome his greatest fear; Brainy must choose whether to help Alex find evidence against Lex or continue secretly working for him.","
    Director:
Alexis Ostrander
| 
    Stars:
Melissa Benoist, 
Chyler Leigh, 
Katie McGrath, 
Jesse Rath
","1,089",42.0,
Zoolander: Super Model,(2016 TV Movie),"Animation, Comedy, Sci-Fi  ",4.9  ,"In this animated serialized movie, ridiculously good-looking superheroes Derek Zoolander and Hansel defend celebrities and regular people from the dark forces of the fashion world.","
    Director:
Aaron Augenblick
| 
    Stars:
Ben Stiller, 
Owen Wilson, 
Christine Taylor, 
Jerry Stiller
",139,84.0,
Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai,(2018– ),"Animation, Drama, Fantasy  ",8.2  ,"The seemingly normal life of Sakuta Azusagawa, a high school student, changes drastically when he meets a wild bunny girl that seems to be invisible to others.","
            
    Stars:
Kaito Ishikawa, 
Asami Seto, 
Yurika Kubo, 
Atsumi Tanezaki
","6,463",24.0,
Fear Street: 1994,(2021),"Drama, Horror, Mystery",6.2,A circle of,"
    Director:
Leigh Janiak
| 
    Stars:
Kiana Madeira, 
Olivia Scott Welch, 
Benjamin Flores Jr., 
Julia Rehwald
","50,148",107.0,
 Casi Feliz,(2020– ),Comedy  ,6.7  ,Add a Plot,"
            
    Stars:
Sebastián Wainraich, 
Natalie Pérez, 
Santiago Korovsky, 
Julieta Díaz
",33,28.0,
Sweet Moves,(2005 Video),"Short, Comedy  ",0.0  ,A wacky exercise video parody - while also a real workout - designed to make people rock stars in bed. Adult education and humor.,"
    Director:
Tess Sweet
| 
    Stars:
Herman Chan, 
Alicia Drake, 
Mike Hunt, 
Tedje Rose
",,30.0,
The Dawn Wall,(2017),"Documentary, Biography, Sport  ",8.1  ,"In an unbelievable story of perseverance, free climber Tommy Caldwell and climbing partner Kevin Jorgeson attempt to scale the impossible 3000ft Dawn Wall of El Capitan.","
    Directors:
Josh Lowell, 
Peter Mortimer
| 
    Stars:
John Branch, 
Tommy Caldwell, 
Kevin Jorgeson
","16,824",100.0,$1.08M
The Duff,(2015),"Comedy, Romance  ",0.0  ,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.","
    Director:
Ari Sandel
| 
    Stars:
Mae Whitman, 
Bella Thorne, 
Robbie Amell, 
Allison Janney
","86,929",101.0,$34.02M
The Search for General Tso,(2014),"Documentary, Comedy, History",6.9,"Who was General Tso, and why are we eating his chicken? This feature documentary explores the origins and ubiquity of Chinese-American food through the story of an iconic sweet and spicy chicken dish.","
    Director:
Ian Cheney
| 
    Stars:
Susan Carter, 
Ian Cheney, 
Philip Chiang, 
Andrew Coe
","1,726",71.0,$0.01M
 Rebecka Martinsson,(2017– ),"Crime, Drama, Mystery  ",67.0  ,On an icy road in northern Sweden a woman is found dead in her car. She has a fatal blow to the head and her months old baby has frozen to death in the back seat. At first it seems like an ...                See full summary »,"
    Director:
Fredrik Edfeldt
| 
    Stars:
Sascha Zacharias, 
Eva Melander, 
Thomas Oredsson, 
Jakob Öhrman
",75,45.0,
Outlaw King,(2018),"Action, Biography, Drama  ",69.0  ,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,"
    Director:
David Mackenzie
| 
    Stars:
Chris Pine, 
Stephen Dillane, 
Rebecca Robin, 
Billy Howle
","64,076",121.0,
La femme la plus assassinée du monde,(2018),"Biography, Drama, Mystery  ",53.0  ,"Paula Maxa is the Parisian Grand Guignol Theatre's leading lady, famous for being murdered on stage every day. But is there a link between the theatre and a series of gruesome real-life murders?","
    Director:
Franck Ribière
| 
    Stars:
Eric Godon, 
Niels Schneider, 
Anna Mouglalis, 
Michel Fau
",990,102.0,
Concrete Cowboy,(2020),Drama  ,63.0  ,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.","
    Director:
Ricky Staub
| 
    Stars:
Idris Elba, 
Caleb McLaughlin, 
Lorraine Toussaint, 
Jharrel Jerome
","7,008",111.0,
 On My Block,(2018– ),"Comedy, Drama",8.2,"With Caesar's options dwindling, he takes drastic measures, prompting his worried friends to put their own Hail Mary plan into motion.","
    Director:
Lauren Iungerich
| 
    Stars:
Sierra Capri, 
Jason Genao, 
Brett Gray, 
Diego Tinoco
",175,32.0,
 Love Is Blind,(2020– ),"Reality-TV, Romance  ",6.4  ,"Vanessa and Nick share a surprise with the group. Kelly and Kenny deal with distance, Jessica meets Mark's roommates, and Amber throws a party.","
    Director:
Brian Smith
| 
    Stars:
Nick Lachey, 
Vanessa Lachey, 
Kenny Barnes, 
Matthew Barnett
",140,57.0,
 Power Rangers Beast Morphers,(2019–2020),"Action, Adventure, Drama  ",9.5  ,Nate makes a horrifying discovery and must rely on the wisdom of an ally to help him work through it.,"
    Director:
Simon Bennett
| 
    Stars:
Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez
",26,,
The Kane Chronicles: The Serpent's Shadow,,"Action, Adventure, Drama  ",0.0  ,Add a Plot,"
",,,
The Witcher,(2019– ),"Action, Adventure, Fantasy  ",8.2  ,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.","
            
    Stars:
Henry Cavill, 
Anna Shaffer, 
Freya Allan, 
Adjoa Andoh
","336,484",60.0,
Moving Art: Flowers,(2014 Video),"Documentary, Short",8.4,"Celebrated filmmaker Louie Schwartzberg takes viewers on an enchanting journey, unveiling the mysteries and wonders of the natural world as elegant flowers come to life through his stunning time-lapse cinematography.","
    Director:
Louie Schwartzberg
",203,25.0,
Prank Encounters,(2019– ),"Comedy, Horror, Reality-TV  ",52.0  ,"""","
            
    Stars:
David Storrs, 
Gaten Matarazzo, 
Peter Giles, 
Henry Dittman
","2,458",24.0,
 BoJack Horseman,(2014–2020),"Animation, Comedy, Drama  ",82.0  ,"takes two complete strangers who each think they're starting their first day at a new job. It's business as usual until their paths collide and these part-time jobs turn into full-time nightmares.""","
    Director:
Mollie Helms
| 
    Stars:
Will Arnett, 
Amy Sedaris, 
Alison Brie, 
Paul F. Tompkins
","2,172",26.0,
 The Imperfects,(2021– ),"Adventure, Drama, Fantasy  ",1.0  ,"""","
    Director:
Jovanka Vuckovic
| 
    Stars:
Morgan Taylor Campbell, 
Iñaki Godoy, 
Rhianna Jagpal, 
Siddhartha Minhas
",,,
 Locke & Key,(2020– ),"Drama, Fantasy, Horror  ",1.0  ,"The assistants of Hollywood go on strike. BoJack tries to help Dr. Champ. When Todd learns that his mother needs a kidney, Diane comes up with a plan.""","
    Director:
Mairzee Almas
| 
    Star:
Niqa Bailey
",,,
Mudbound,(2017),"Drama, Horror",7.4,"""","
    Director:
Dee Rees
| 
    Stars:
Jason Mitchell, 
Carey Mulligan, 
Jason Clarke, 
Mary J. Blige
","45,231",134.0,
Att döda ett barn,(1953),"Drama, Short  ",74.0  ,"Depicting minutes before and after a child is killed by a car.","
    Director:
Gösta Werner
| 
    Stars:
Gunnar Sjöberg, 
Marie-Anne Condé, 
Karl-Erik Forsgårdh, 
Sissi Kaiser
",200,9.0,
Mohtaram Ella Robaa,(2012),none  ,3.0  ,"Add a Plot","
    Director:
Mohamed Hamdy
| 
    Stars:
Lamitta Frangieh, 
Mimi Gamal, 
Rania Mallah, 
Mohsen Mansour
",31,96.0,
 Bleach: Burîchi,(2004–2012),"Animation, Action, Adventure  ",7.8  ,"Yoruichi trains Ichigo in the finer points of using his zanpakuto...","
    Directors:
Noriyuki Abe, 
Kazunobu Shimizu
| 
    Stars:
Masakazu Morita, 
Noriaki Sugiyama, 
Hiroki Yasumoto, 
Yuki Matsuoka
",158,23.0,
Love and Redemption,(2020– ),"Action, Drama, Fantasy  ",86.0  ,"Because of an intricate plot, Zhu Xuan Ji of Xiu Luo Tribe reincarnates into a human and becomes the daughter of the sect leader of Shao Yang Sect. In this lifetime, Xuan Ji loses all her ...                See full summary »","
            
    Stars:
Wang Bin, 
Yu Bin, 
Zhou Yi Dan, 
Ma Jing Han
",356,,
Bhouri,(2016),Drama,67.0,"A tragic love story of Bhouri, a 23-year old who is married to a 55-year old, the film highlights the exploitation of women in a male-dominated society.","
    Director:
Jasbir Bijender Bhati
| 
    Stars:
Raghuvir Yadav, 
Masha Pour, 
Kunickaa Sadanand, 
Vicky Ahuja
",413,140.0,
Forbidden Ground,(2013),"Action, Drama, War  ",4.9  ,Three British soldiers find themselves stranded in No Man's Land after a failed charge on the German Trenches. Set in France 1916.,"
    Directors:
Johan Earl, 
Adrian Powers
| 
    Stars:
Johan Earl, 
Tim Pocock, 
Martin Copping, 
Denai Gracie
","1,960",95.0,
 Disenchantment,(2018– ),"Animation, Action, Adventure  ",0.0  ,Add a Plot,"
",,,
You're Next,(2011),"Horror, Thriller  ",6.0  ,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.","
    Director:
Adam Wingard
| 
    Stars:
Sharni Vinson, 
Joe Swanberg, 
AJ Bowen, 
Nicholas Tucci
","92,232",95.0,$18.47M
Atomic Blonde,(2017),"Action, Thriller  ",6.7  ,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,"
    Director:
David Leitch
| 
    Stars:
Charlize Theron, 
James McAvoy, 
John Goodman, 
Eddie Marsan
","182,505",115.0,$51.69M
Splatter,(2009– ),Horror,3.2,"After self-righteous rock star Jonny Splatter puts a bullet in his own head, only five people are chosen to attend the reading of Splatter's will: the manager, the shrink, the guitarist, ...                See full summary »","
            
    Stars:
Corey Feldman, 
Mark Alan, 
Tony Todd, 
Erin Way
",518,29.0,
ReMastered: The Two Killings of Sam Cooke,(2019 TV Movie),"Documentary, Music  ",7.3  ,"An investigation into the circumstances and controversy surrounding Sam Cooke's murder.","
    Director:
Kelly Duane
| 
    Stars:
Sam Cooke, 
Quincy Jones, 
Smokey Robinson, 
Dionne Warwick
","2,041",74.0,
The Christmas Chronicles: Part Two,(2020),"Adventure, Comedy, Family  ",6.0  ,"Kate Pierce, now a cynical teen, is unexpectedly reunited with Santa Claus when a mysterious troublemaker threatens to cancel Christmas - forever.","
    Director:
Chris Columbus
| 
    Stars:
Kurt Russell, 
Goldie Hawn, 
Darby Camp, 
Julian Dennison
","24,413",112.0,
Father Soldier Son,(2020),"Documentary, Wan  ",7.3  ,"When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy.","
    Directors:
Leslye Davis, 
Catrin Einhorn
| 
    Stars:
Brian Eisch, 
Isaac Eisch, 
Joey Eisch, 
Roxanne Gregory
",835,99.0,
 Cyberpunk: Edgerunners,(2022– ),"Animation, Action, Adventure  ",1.0  ,"Add a Plot","
",,,
Dolly Parton: Here I Am,(2019 TV Movie),"Documentary, Music",7.3,"In this documentary, the life, career and music of Dolly Parton are reflected in interviews with friends and companions and the artist herself, interlaced with clips of Parton's performances.","
    Director:
Francis Whately
| 
    Stars:
Dabney Coleman, 
Mac Davis, 
David Dotson, 
Jerry Douglas
","1,202",90.0,
Taboo,(2002),"Drama, Horror, Mystery  ",3.6  ,"While staying at a secluded mansion, six young adults reveal their personal demons during an innocent game called Taboo. They reunite a year later, only to realize that one of them wants them dead for their moral transgressions.","
    Director:
Max Makowski
| 
    Stars:
Nick Stahl, 
Eddie Kaye Thomas, 
January Jones, 
Lori Heuring
","1,860",80.0,
 Tribes of Europa,(2021– ),"Action, Adventure, Drama  ",7.0  ,"In order to gain the trust of the Crow warrior Grieta, Liv takes matters into her own hands at Camp Ahrenburg. Elsewhere, Elja turns the Cube on in front of Moses and his new ... See full summary »","
    Director:
Florian Baxmeyer
| 
    Stars:
Henriette Confurius, 
Emilio Sakraya, 
David Ali Rashed, 
Melika Foroutan
",488,49.0,
The Island,(2018),"Action, Thriller  ",5.0  ,"THE ISLAND is a film created primarily to showcase the best of Nigerian culture and to give viewers an in-depth, enjoyable cultural experience whilst celebrating the efforts of the Nigerian... See full summary »","
    Director:
Toka McBaror
| 
    Stars:
Femi Adebayo, 
Segun Arinze, 
Sukanmi Bahlofin, 
Tokunbor Idowu
",34,94.0,
Den enfaldige mördaren,(1982),None  ,7.6  ,"A mentally challenged man escapes from his tyrannical master and finds happiness when a poor family takes him in.","
    Director:
Hans Alfredson
| 
    Stars:
Stellan Skarsgård, 
Maria Johansson, 
Hans Alfredson, 
Per Myrberg
","3,065",108.0,
Puzzle,(2013),"Drama, Romance",6.2,"A middle-aged man fed up with his marriage embarks on a torrid affair with a sultry young artist, while a blind old writer defies the odds and reconnects with the enduring love of his life.","
    Director:
Andrei Zincã
| 
    Stars:
Serban Ionescu, 
Rodica Lazar, 
Rodica Mandache, 
Crina Matei
",112,93.0,
 Pandemic: How to Prevent an Outbreak,(2020– ),Documentary  ,65.0  ,"""","
    Directors:
Isabel Castro, 
Arianna LaPenne, 
Danni Mynard, 
Doug Shultz
| 
    Stars:
Holly Goracke, 
Dinesh Vijay, 
Raghu Sharma, 
Dennis Carroll
",123,,
 Toy Boy,(2019),"Crime, Drama, Thriller  ",65.0  ,"Worldwide, scientists test animals and their handlers for emerging viruses. In the U.S. and India, doctors work long hours caring for flu patients.""","
    Director:
Iñaki Mercero
| 
    Stars:
Jesús Mosquera, 
Cristina Castaño, 
María Pedraza, 
José de la Torre
",174,,
Patton Oswalt: My Weakness Is Strong,(2009 TV Special),"Documentary, Comedy  ",76.0  ,"""","
    Director:
Jason Woliner
| 
    Star:
Patton Oswalt
","1,096",64.0,
The Octonauts,(2010– ),Animation  ,76.0  ,"When Andrea's video is leaked to the press, it is revealed that it accuses Hugo of everything that happened. As Hugo sees himself once again, he receives a call that leads him to the Medinas' house, where he finally finds the true culprit.""","
            
    Stars:
Ross Breen, 
Keith Wickham, 
Jo Wyatt, 
Simon Greenall
",883,11.0,
 Teenage Bounty Hunters,(2020),"Comedy, Crime, Drama",88.0,"""","
    Director:
Stephen Falk
| 
    Stars:
Maddie Phillips, 
Anjelica Bette Fellini, 
Kadeem Hardison, 
Virginia Williams
",709,,
Jaguar,,"Drama, History  ",0.0  ,"In the 1960s, Spain became a home to hundreds of survivors of the Mauthausen camp. Isabel, a young Spanish woman, is one of them. She is looking for Skorzeny, Europe's most dangerous man, but she is not alone.","
            
    Stars:
Blanca Suárez, 
Iván Marcos, 
Francesc Garrido, 
Adrián Lastra
",,,
Intrusion,(II) (2021),Thriller  ,0.0  ,"A woman moves to a small town with her husband, but is rattled when she is targeted for a home invasion.","
    Director:
Adam Salky
| 
    Stars:
Logan Marshall-Green, 
Freida Pinto, 
Sarah Minnich, 
Mark Sivertsen
",,,
Hollywood Darlings,(2017– ),Comedy  ,67.0  ,"Childhood stars and friends Jodie Sweetin (Full House (1987), Christine Lakin (Step by Step (1991), and Beverley Mitchell (7th Heaven (1996) play exaggerated versions of themselves in their ...   See full summary »","
            
    Stars:
Beverley Mitchell, 
Jodie Sweetin, 
Christine Lakin, 
Brandon Breault
",493,21.0,
 Blood of Zeus,(2020– ),"Animation, Action, Fantasy  ",76.0  ,"A young man named Heron, a bastard living in Ancient Greece, discovers that he is the son of Zeus, and sets off on a journey against a cult who worships the enemies of the Gods: the Giants.","
    Director:
Shaunt Nigoghossian
| 
    Stars:
Derek Phillips, 
Jessica Henwick, 
Mamie Gummer, 
Jason O'Mara
",613,27.0,
 Kus uçusu,,Comedy,0.0,Add a Plot,"
    Director:
Deniz Yorulmazer
| 
    Stars:
Birce Akalay, 
Ibrahim Celikkol, 
Irem Sak, 
Miray Daner
",,,
Untitled Sean O'Keefe Project,,Thriller  ,0.0  ,Add a Plot,"
",,,
The Veil,(I) (2016),Horror  ,4.8  ,"Twenty-five years after members of a religious cult committed mass suicide, the lone survivor returns to the scene of the tragedy with a documentary crew in tow.","
    Director:
Phil Joanou
| 
    Stars:
Jessica Alba, 
Thomas Jane, 
Lily Rabe, 
Aleksa Palladino
","7,495",93.0,
Las leyes de la termodinámica,(2018),Comedy  ,10.0  ,A neurotic scientist tries to balance his love story with a famous top model with his obsession about the Laws of Thermodynamics governing their relationship.,"
    Director:
Mateo Gil
| 
    Stars:
Vito Sanz, 
Berta Vázquez, 
Chino Darín, 
Vicky Luengo
","2,580",100.0,
