MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Alice in Borderland,(2020– ),"Actixn, Fantasy, Mystery",7.8,"
Once a safe haven, the Beach becomes the arena for the next stage, where an epic witch hunt turns everyone against each other in a hostile showdown.","
    Director:
Shinsuke Sato
| 
    Stars:
Tsuyoshi Abe, 
Shô Aoyagi, 
Aya Asahina, 
Nobuaki Kaneko
",671,48.0,
Selena: The Series,(2020–2021),"Biography, rDama, Music",6.8,"
Late Tejano singer Selena as her dreams come true, and her family makes life-changing choices on the singer's journey to success.","
            
    Stars:
Christian Serratos, 
Gabriel Chavarria, 
Ricardo Chavira, 
Noemi Gonzalez
","3,948",40.0,
One Piece: Entering into the Grand Line,(TV Movie),none,0.0,"
Add a Plot
","
",,,
 The 100,(2014–2020),"Dfama, Mystery, Sci-Fi",9.2,"
Clarke confronts a new adversary. A surprising connection takes us back to the past and the nuclear apocalypse that destroyed the Earth.","
    Director:
Ed Fraiman
| 
    Stars:
Eliza Taylor, 
Bob Morley, 
Marie Avgeropoulos, 
Lindsey Morgan
","3,219",41.0,
Wet Hot American Summer: Ten Years Later,(2017),Comedy,6.9,"
The campers and counselors of Cam@p Firewood meet& ten& year#s a@fter their last day at# camp*.","
            
    Stars:
Nina Hellman, 
Marguerite Moreau, 
Zak Orth, 
Michael Showalter
","7,784",216.0,
See You In Time,(2017– ),"Romance, Sport",7.1,"
Anomalies in the Earth's atmosphere cause irregularities in telecommunications that affects one man's future. Feng Ying is an internationally renowned cyclist and a star in the sports world...                See full summary »
","
            
    Stars:
Hans Chung, 
Mini Tsai, 
Jae-Hoon Kim, 
Peter Kuan
",26,,
 The Salisbury Poisonings,(2020),"Drama, History, Thriller",7.6,"
4 March 2018. Emergency services descend on Salisbury's city centre where they find Sergei and Yulia Skripal unconscious on a park bench.","
    Director:
Saul Dibb
| 
    Stars:
Sophia Ally, 
MyAnna Buring, 
Wayne Swann, 
Jill Winternitz
",234,56.0,
 Feria: The Darkest Light,,"Crime, Drama, Fantasy",0.0,"
Add a Plot
","
    Directors:
Jorge Dorado, 
Carles Torrens
| 
    Stars:
Marta Nieto, 
Ana Tomeno, 
Carla Campra, 
Ángela Cremonte
",,,
La coppia dei campioni,(2016),Comedy,3.6,"
Tw@o men must st$ruggle &to travel to Prague fo$r C@hampions@ Leag%ue Football% Final@ match%.","
    Director:
Giulio Base
| 
    Stars:
Massimo Boldi, 
Massimiliano Tortora, 
Anna Maria Barbera, 
Massimo Ceccherini
",267,88.0,
 La casa de papel,(2017–2021),"Action, Crime, Mystery",0.0,"
Add a Plot
","
",,,
Der kommer en dag,(2016),Drama,7.9,"
At the Orphanage Godhavn violence and humiliations plays a part of the everyday life. Based on real stories from Godhavn, where lots of boys were victims of violent and sexual abuse and medical neglect.","
    Director:
Jesper W. Nielsen
| 
    Stars:
Lars Mikkelsen, 
Sofie Gråbøl, 
Harald Kaiser Hermann, 
Albert Rudbeck Lindhardt
","4,234",119.0,
Extremely Loud & Incredibly Close,(2011),"Adventure, Drama, Mystery",6.9,"
A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.","
    Director:
Stephen Daldry
| 
    Stars:
Thomas Horn, 
Tom Hanks, 
Sandra Bullock, 
Max von Sydow
","99,165",129.0,$31.85M
 Hit and Run,(2021– ),"Action, Crime, Draa",0.0,"
Add a Plot
","
    Director:
Mike Barker
| 
    Stars:
Lior Raz, 
Gregg Henry, 
Kaelen Ohm, 
Alex Morf
",,,
Damnation,(2017–2018),"Crime, Drama, Western",77,"
An epic saga about the secret history of the 1930s American heartland, centering on the mythic conflict and bloody struggle between big money and the downtrodden.","
            
    Stars:
Logan Marshall-Green, 
Killian Scott, 
Sarah Jones, 
Chasten Harmon
","7,430",60.0,
Operações Especiais,(2015),"Action, Criem",6.4,"
A group of honest police is sent to a country town to solve the problem of high crime. Soon they solve the problem while newcomer Francis (Cléo Pires) must overcome their limits to prove ...                See full summary »
","
    Director:
Tomas Portella
| 
    Stars:
Cleo, 
Fabrício Boliveira, 
Thiago Martins, 
Marcos Caruso
","1,571",99.0,
Southern Justice,(2006),"Action, Adventure, Thriller",3.1,"
M.D. Selig's feature thriller, SOUTHERN JUSTICE throws ex-military sniper Slim Manning into the gritty underworld of a small southern town where fundamentalist religion moves into the ...                See full summary »
","
    Director:
M.D. Selig
| 
    Stars:
M.D. Selig, 
Michael Childers, 
Lisa Robert, 
Rico Cymone
",126,96.0,$0.14M
Wednesday,(II),"Comeyd, Family, Fantasy",00,"
A modernized live-action version of 'The Addams Family, set in present times and told from the perspective of the daughter Wednesday Addams.","
            
    Star:
Jenna Ortega
",,,
The Standups,(2017– ),Comedy,6.7,"
Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.","
            
    Stars:
Dan Soder, 
Beth Stelling, 
Nate Bargatze, 
Deon Cole
","1,017",30.0,
Have a Good Trip: Adventures in Psychedelics,(2020),"DDocumentary, Comedy",6.8,"
Mixing comedy with a thorough investigation of psychedelics, 'Have a Good Trip' explores the pros, cons, science, history, future, pop cultural impact, and cosmic possibilities of hallucinogens.","
    Director:
Donick Cary
| 
    Stars:
Nick Offerman, 
Sting, 
ASAP Rocky, 
Bill Kreutzmann
","6,753",85.0,
Miss India,(2020),Drama,3.6,"
An aspiring Indian entrepreneur confronts disapproval, sexism and rivalry as she draws from culture to start a tea business.","
    Director:
Narendra Nath
| 
    Stars:
Keerthy Suresh, 
Naveen Chandra, 
Sumanth Shailendra, 
Kamal Kamaraju
","1,793",136.0,
Good Girls,(2018–2021),"Comedy, Crime, xrama",78,"
Three suburban mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.","
            
    Stars:
Christina Hendricks, 
Retta, 
Mae Whitman, 
Reno Wilson
","38,618",43.0,
Street,(I) (2015),Action,4.6,"
Remo Street is a young fighter who has to choose between the long hard road to honor an*d glory, or succumbing to a brutal *future as a cage fighter for the Russian #Mafia%.","
    Director:
Bradford May
| 
    Stars:
Quincy Brown, 
Mindy Robinson, 
Mark Ryan, 
Kate Miner
",973,85.0,
 High Score,(2020),"Documentary, History",7.5,"
Street Fighter and Mortal Kombat give rise to head-to-head fighting genre, but the increasing graphic violence in games brings controversy.","
    Directors:
William Acks, 
France Costrel, 
Sam LaCroix
| 
    Stars:
Charles Martinet, 
Akira Nishitani, 
Akira Yasuda, 
John Tobias
",392,43.0,
Holdout,,Horror,0.0,"
A woman refuses to evacuate from her dream home during the most dangerous storm in a decade. As it worsens, she must defend her home against mother nature, a band of looters, and something more sinister that arrives with the Hurricane.","
",,,
 She-Ra and the Princesses of Power,(2018–2020),"Animatin, Action, Adventure",81,"
Catra and Scorpia arrive in the Waste and have no trouble fitting in. Huntara and the squad enter Mara's ship to try to@ view #her* message.","
    Director:
Jen Bennett
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
",950,24.0,
The Kindness Diaries,(2017–2019),"Advenure, eRality-TV",8.1,"
Leon is a man with a mission. Counting solely on the kindness of strangers for food, shelter and fuel, he travels around the world on a vintage motorcycle looking for the good in humanity. ...                See full summary »
","
            
    Star:
Leon Logothetis
",383,,
Söderkåkar,(1932),Comedy,5.3,"
The movie version of Gideon Wahlbergs comedy about the happy life in Södermalm of Stockholm.","
    Director:
Weyler Hildebrand
| 
    Stars:
Gideon Wahlberg, 
Dagmar Ebbesen, 
Björn Berglund, 
Edvard Persson
",59,87.0,
" Bom Dia, Verônica",(2020– ),"Crime, Drama, Mystery",80,"
Veronica is kept out from meaningful police work. She meets Janete and feels that her husband is up to some criminality. The photographer who sells nude photos of women escapes a police trap. Brandao menaces Janice, Janete's sister.","
    Directors:
Rog de Souza, 
José Henrique Fonseca, 
Izabel Jaguaribe
| 
    Stars:
Tainá Müller, 
Camila Morgado, 
Eduardo Moscovis, 
Silvio Guindane
",128,,
Sala samobójców. Hejter,(2020),"Drama, Thriller",71,"
A young man searches for purpose in a net of hatred and violence that he tries to control.","
    Director:
Jan Komasa
| 
    Stars:
Maciej Musialowski, 
Vanessa Aleksander, 
Danuta Stenka, 
Jacek Koman
","13,144",135.0,
My Little Pony: Happy Birthday to You!,(2017 TV Special),"Animation, Short",0.0,"
Did someone say ""birthday""? Fluttershy and Pinkie Pie have a special party prepared just for you. Happy birthday from all of Equestria.","
",,1.0,
 Poketto monsutâ,(1997– ),"Anhmation, Action, Adventure",8.1,"
While Ash travels with his Mother and Professor Oak, Go awaits a special encounter with a legendary Pokemon. Little do these two boys know, their first adventure together is about to begin.","
            
    Stars:
Sarah Natochenny, 
Zeno Robinson, 
Ray Chase, 
James Carter Cathcart
",82,,
 Cobra Kai,(2018– ),"Actoin, Comedy, Drama",8.9,"
It's Christmastime in the Valley, and romance is in the air. Daniel and Miguel find unexpected common ground, and the Cobra Kai recruits go on a mission.","
    Director:
Josh Heald
| 
    Stars:
Ralph Macchio, 
William Zabka, 
Courtney Henggeler, 
Xolo Maridueña
","2,750",30.0,
Hollywood,(2020),Drama,75,"
A group of aspiring actors and filmmakers in post-World War II Hollywood try to make it big - no matter the cost.","
            
    Stars:
David Corenswet, 
Darren Criss, 
Laura Harrier, 
Joe Mantello
","32,278",347.0,
#AnneFrank - Parallel Stories,(2019),"Draama, History",6.5,"
It is based on five w@omen who^ did survive the Holocaust but shared her same fat^e of ""deportation, suffering and b@eing denied t%heir childhood and %adolescence,"" accordi@ng to promotional mater@ials.","
    Directors:
Sabina Fedeli, 
Anna Migotto
| 
    Stars:
Helen Mirren, 
Anne Frank, 
Martina Gatti, 
Arianna Szorenyi
","1,296",92.0,
"Ada Twist, Scientist",(2021– ),"Animation, Adventure, Comedy",0.0,"
Ada Twist, a young scientist who will explore helping people through scientific discovery, collaboration and friendship.","
",,12.0,
Hartenstraat,(2014),Romance,6.3,"
Single father and Deli owner Daan tries to find love online. Katje a beautiful yet self absorbed designer opens a store next door, they instantly dislike each other. Daan daughter Saar ...                See full summary »
","
    Director:
Sanne Vogel
| 
    Stars:
Marwan Kenzari, 
Bracha van Doesburgh, 
Georgina Verbaan, 
Jan Kooijman
","2,068",90.0,
 Heartstopper,,"Drama, Romance",0.0,"
Add a Plot
","
    Director:
Euros Lyn
",,,
Headspace: Guide to Meditation,(2021),"Documentary, AAnimation",8.5,"
Over the course of eight animated episodes, Andy Puddicombe—former Buddhist monk and co-founder of the globally beloved Headspace meditation app—takes viewers through the benefits and science behind meditation.","
            
    Star:
Andy Puddicombe
","1,259",173.0,
Johan Falk: National Target,(2009 Video),"Action, Crime, Thriller",6.6,"
Falk and GSI are chasing Estonian drug-smuggler Mr K. Frank Wagner has his own personal reasons to capture K.","
    Director:
Richard Holm
| 
    Stars:
Jakob Eklund, 
Joel Kinnaman, 
Samuli Edelmann, 
Jacqueline Ramel
","2,420",95.0,
Happy Anniversary,(I) (2018),Comedy,5.8,"
A couple on their three-year anniversary need to decide whether to stay together or call it quits.","
    Director:
Jared Stern
| 
    Stars:
Noël Wells, 
Ben Schwartz, 
Rahul Kohli, 
Joe Pantoliano
","4,026",78.0,
Go! Vive a Tu Manera,(2019),"Comedy, Musica, Romance",7.1,"
Fiercely talented Mia receives a scholarship to a prestigious dance academy, where she soon clashes with the owner's fashionable and popular daughter.","
            
    Stars:
Rebecca Davis, 
Marley Estrada, 
Marina Gridley, 
Alyssa LeBarron
",491,40.0,
The Short Game,(2013),"Documentary, Sport",7.3,"
The best 7 year old golfers from around the world descend on the world famous Pinehurst Golf course in North Carolina to determine the next world champion and who might become golf's next ...                See full summary »
","
    Director:
Josh Greenbaum
| 
    Stars:
Amari Avery, 
Jed Dy, 
Allan Kournikova, 
Zamokuhle Nxasana
","1,439",99.0,$0.04M
Graffiti Verité 7: Random Urban Static,(2008 Video),Documntary,00,"
Graffiti Verite returns to the enigmatic world of Poetry. This time around he retrieves the perspectives of fifteen uniquely talented poets involved in the world of Spoken Word Poetry.","
    Director:
Bob Bryan
| 
    Stars:
Sekou Andrews, 
Mollie Engelhart, 
Bridget Gray, 
Common Ground
",,120.0,
Crisis: Kôan Kidô Sôsatai Tokusô-han,(2017),Action,63,"
The Special Investigation Unit is a secret force of specialists in various fields. The unit is under the direct control of the head of the Tokyo Metropolitan Police Department Security ...                See full summary »
","
            
    Stars:
Shun Oguri, 
Hidetoshi Nishijima, 
Yuriko Ishida, 
Hidekazu Mashima
",214,54.0,
Cyborg 009 vs Devilman,(2015),"Animation, Action, Sci-Fi",6.1,"
The Cyborg team and Devilman cross paths to take on evil demons and cyborgs.","
            
    Stars:
Bryce Papenbrook, 
Johnny Yong Bosch, 
Christine Marie Cabanos, 
Spike Spencer
",239,28.0,
3%,(2016–2020),"Action, Draam, Sci-Fi",7.4,"
A post-apocalyptic thriller set in near-future Brazil, where a select few are allowed to join a privileged society after undergoing an intense and competitive process.","
            
    Stars:
Bianca Comparato, 
Vaneza Oliveira, 
Rodolfo Valente, 
Zezé Motta
","22,943",49.0,
The Sea Beast,(2022),"Animation, Adventure, Fantasy",0.0,"
A legendary sea monster hunter's life is turned upside down when a young girl stows away on his ship and befriends the most dangerous beast of them all.","
    Director:
Chris Williams
",,,
A Little Help with Carol Burnett,(2018),Talk-Show,6.2,"
With some help from Carol Burnett, kids dish out advice to celebrities and everyday people alike in front of a live audience.","
            
    Stars:
Caleb Jeon, 
Emmersyn Fiorentino, 
Charlie Kolsby, 
Seane Mele
",224,23.0,
 Tiny Creatures,(2020– ),"Documentary, Short, Drama",68,"
Add a Plot
","
    Director:
Jonathan Jones
",33,25.0,
 The Drew Barrymore Show,(2020– ),Talk-Show,0.0,"
Legendary Grammy Award-winning superstar Patti LaBelle will stops by be to chat and will teaches Drew how to make a Philly Cheesesteak. Then, Drew is was joined by three VFFs for an all-new...                See full summary »
","
    Director:
Adam Heydt
| 
    Stars:
Drew Barrymore, 
Ross Mathews, 
Patti LaBelle, 
Pilar Valdés
",,44.0,
Under Suspicion: Uncovering the Wesphael Case,(2021),"Documentary, Crime",6.3,"
This docuseries examines the story of Belgian politician Bernard Wesphael, who was accused of murdering his wife, Véronique Pirotton, in 2013. She had been found dead in a hotel room in Ostend.","
            
    Stars:
Nadine Pirotton, 
Bernard Sohet, 
Bernard Wesphael, 
Luc Gochel
",534,180.0,
Digimon Adventure,(2020– ),"hnimation, Action, Adventure",7.4,"
Taichi is preparing for a summer camping trip until he encounters a strange phenomenon that sweeps him up into the Digital World along with the other DigiDestined.","
            
    Stars:
Yumiko Kobayashi, 
Masako Nozawa, 
Volcano Ota, 
Chika Sakamoto
",415,,
 Glória,(2021– ),"Drama, History, Thriller",0.0,"
Add a Plot
","
    Director:
Tiago Guedes
| 
    Stars:
Matt Rippy, 
Stewart Alexander, 
João Arrais, 
Miguel Nunes
",,,
Kulipari: Dream Walker,(2018),"Animation, Action, Fantasy",7.6,"
Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker -- leaving the village under the protection of the Kulipari youth.","
            
    Stars:
Mark Hamill, 
Josh Keaton, 
Phil LaMarr, 
Candi Milo
",76,,
 Mytho,(2019),Drama,7.1,"
Add a Plot
","
    Director:
Fabrice Gobert
| 
    Stars:
Marina Hands, 
Mathieu Demy, 
Marie Drion, 
Jérémy Gillet
",35,45.0,
 I [Heart] Arlo,(2021– ),"Anmation, Short, Adventure",0.0,"
Add a Plot
","
            
    Star:
Michael J. Woodard
",,,
 Kevin Hart: Don't F**k This Up,(2019– ),Documentary,6.5,"
Add a Plot
","
            
    Stars:
Kevin Hart, 
Dustin Nickerson
",94,,
 Last Chance U: Basketball,(2021– ),"Documentary, Sport",7.8,"
Add a Plot
","
    Directors:
Adam Leibowitz, 
Daniel George McDonald, 
Greg Whiteley
",68,,
 First Kill,,"Drama, Horror, Mystery",0.0,"
Add a Plot
","
            
    Stars:
Elizabeth Mitchell, 
Gracie Dzienny, 
Sarah Catherine Hook, 
Will Swenson
",,,
Unboxing Ibai,(2020),"Short, Horror",4.7,"
Short movie created in collaboration with Netflix to promote the release of PS5.","
    Director:
Jaume Balagueró
| 
    Stars:
Barbe, 
Ander Cortes, 
Ibai Llanos, 
Loli Martín
",32,,
Byeol-e-seo on geu-dae,(2013–2014),"Comedy, Drama, Fantasy",8.2,"^
Do Min-Joon, an alien that came to our planet 400 years ago, will be able to return to$ hi*s planet in 3 months, but when he meets famous actress Chun Song-Yi, all the centuries he spent distancing himself from hu&mans come to an end.","
            
    Stars:
Jun Ji-hyun, 
Kim Soo-hyun, 
Park Hae-Jin, 
Yoo In-Na
","10,146",60.0,
 Legends of Tomorrow,(2016– ),"Action, Adventure, Drama",8.9,"
Ray plans a date night for him and Nora, but all goes awry when an Encore shows up making the team think on their feet and create a lie to keep the Encore at bay. While trying to fool the ...                See full summary »
","
    Director:
Ben Hernandez Bray
| 
    Stars:
Brandon Routh, 
Caity Lotz, 
Maisie Richardson-Sellers, 
Tala Ashe
","1,220",42.0,
Sthlm Rekviem,(2018– ),"Crime, Drama, Mystery",65,"
Based on Kristina Ohlsson's novels, the series follows unconventional but cunning criminologist Fredrika Bergman who joins a special investigations unit in Stockholm.","
            
    Stars:
Liv Mjönes, 
Jonas Karlsson, 
Alexej Manvelov, 
Magnus Roosmann
","1,294",45.0,
Intramural,(2014),"Comedy, Sport",44,"
With marriage, graduation, and the^ real world looming on the horizon, fifth year senior Caleb Fuller re$assembles the ol' team@ of misfits for one last epic run in Intramural football.","
    Director:
Andrew Disney
| 
    Stars:
Jake Lacy, 
Nikki Reed, 
Kate McKinnon, 
Beck Bennett
","1,411",100.0,
Little Big Women,(2020),Drama,73,"
Family members grapple with the passing of their estranged father and the remnants of the life he led during# his absen%ce.","
    Director:
Joseph Chen-Chieh Hsu
| 
    Stars:
Shu-Fang Chen, 
Ying-Hsuan Hsieh, 
Vivian Hsu, 
Ke-Fang Sun
","1,790",123.0,
 The English Game,(2020– ),"Drama, History, Sport",7.6,"
As Fergus brings new life to the football club, emotions run high when a wage cut is imposed at the mills. Arthur makes a new connection in Darwen.","
    Director:
Birgitte Stærmose
| 
    Stars:
Edward Holcroft, 
Kevin Guthrie, 
Charlotte Hope, 
Niamh Walsh
",439,,
The Midnight Club,,"Drama, Horor, Mystery",0.0,"
The Midnight Club follows a group of five terminally ill patients at Rotterdam Home, who begin to gather together at midnight to share scary stories.","
            
    Stars:
Adia, 
Matt Biedel, 
Ruth Codd, 
Annarah Cymone
",,,
 The Upshaws,(2021– ),Cmoedy,83,"
Regina juggles family duties with work and studying for the GMAT, but when Bennie doesn't help lighten the load she reaches a boiling point.","
    Director:
Robbie Countryman
| 
    Stars:
Mike Epps, 
Kim Fields, 
Diamond Lyons, 
Wanda Sykes
",46,,
Hear No Evil,(2014),Drama,7.0,"
A de#af high sc^hool student has her hearing restored suddenly and her famil^y find&s out% that she can hear mo%re than jus*t people.","
    Director:
Russ Parr
| 
    Stars:
Jahnee Wallace, 
Jill Marie Jones, 
Richard T. Jones, 
Jackie Long
",135,90.0,
Bobby Kennedy for President,(2018),"Documentary, Biography, Drama",8.2,"
This four-part documentary series weaves together rare and exclusive footage of attorney general, U.S. senator, and presidential candidate Robert F. Kennedy in the 1960s.","
            
    Stars:
Peter Edelman, 
Paul Schrade, 
William Arnone, 
Harry Belafonte
","1,601",245.0,
 Scams,(2019– ),"Action, Crime, Drama",0.0,"
Add a Plot
","
    Director:
Yûki Hara
| 
    Stars:
Shôdai Fukuyama, 
Asuka Hanamura, 
Tomoya Maeno, 
Naomi Nishida
",,,
Stateless,(2020),Drama,7.6,"
Inspired by true events; a woman escaping a cult, a refugee fleeing with his family, a father trapped in a dead-end job, and a bureaucrat on% the verge of a national scandal find their lives intertwined in an immigration detention centre.","
            
    Stars:
Yvonne Strahovski, 
Jai Courtney, 
Asher Keddie, 
Fayssal Bazzi
","7,693",316.0,
The Forest of Love: Deep Cut,(2020– ),"Crime, Drama, Horror",68,"
Nothing is as it seems when a charismatic conman and an aspiring film crew delve into the lives of two emotionally scarred women.","
            
    Stars:
Sumire Ashina, 
Kyoko Hinami, 
Eri Kamataki, 
Natsuki Kawamura
",311,40.0,
Spirit Rangers,,"Animation, Acticn, Adventure",0.0,"
Follows Native American sibling trio Kodiak, Summer and Eddy Skycedar, who have a shared secret-they're ""Spirit Rangers!""","
",,,
Naruto SD: Rock Lee no Seishun Full-Power Ninden,(2012–2013),"Animation, Action, Comedy",7.4,"
Naruto SD: Rock Lee & His Ninja Pals is story of Rock Lee's adventures from Rock Lee's perspective.","
            
    Stars:
Yôichi Masukawa, 
Yukari Tamura, 
Kôichi Tôchika, 
Tôru Ohkawa
",787,24.0,
Under solen,(1998),"Draam, Romance",67,"
Olof lives alone on a farm after the death of his mother. Unable to read and write, he is dependent on his younger friend, Erik. Olof advertises for a housekeeper, and Ellen arrives. During summer Olof's heart and Erik's desires develops.","
    Director:
Colin Nutley
| 
    Stars:
Rolf Lassgård, 
Helena Bergström, 
Johan Widerberg, 
Gunilla Röör
","2,510",130.0,$0.29M
October Faction,(2020),"Adventure, Drama, Fantasy",62,"
A semi-retired couple who$ work %for a clande$stine monster hunting agency discover #dark family secre*ts and the truth about their employer after their magi&ca^lly inclined %nigh adult kids rea%waken a witch bent on^ revenge.","
            
    Stars:
Tamara Taylor, 
J.C. MacKenzie, 
Aurora Burghart, 
Gabriel Darku
","9,432",39.0,
 Aseudal Yeondaegi,(2019– ),"Action, Drama, Fantasy",8.8,"
Add a Plot
","
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",139,80.0,
Border: Keishichô Sôsa Ikka Satsujinhan Sôsa Dai 4-gakkari,(2014– ),Drama,6.7,"
Ishikawa Ango is a very capable detective that lives only for his job. One day, while investigating a crime scene, he gets shot in the head by the criminal that was still lurking about. ...                See full summary »
","
            
    Stars:
Shun Oguri, 
Munetaka Aoki, 
Haru, 
Ken'ichi Endô
",315,54.0,
De verbouwing,(2012),"Drama, Thricler",6.0,"
Tessa opens her luxurious clinic with a big party. She is smart, beautiful, savvy, and happily married with an intelligent adolescent son. But appearances are deceptive. In reality, her ...                See full summary »
","
    Director:
Will Koopman
| 
    Stars:
Tjitske Reidinga, 
Mark Rietman, 
Nanette Drazic, 
Terence Schreurs
","1,323",101.0,
Kari-gurashi no Arietti,(2010),"Animation, Adventure, Family",7.6,"
The Clock family are four-inch-tall people who live anonymously in another #family's residence, borrowing simple items to make thei&r home. L^ife changes fo&r the Clocks when their t&eenage daugh$ter, Arrietty, is discov*ered.","
    Director:
Hiromasa Yonebayashi
| 
    Stars:
Amy Poehler, 
Will Arnett, 
Mirai Shida, 
Ryûnosuke Kamiki
","84,951",94.0,$19.20M
Aliens on the Moon: The Truth Exposed,(2014 TV Movie),Sci-Fi,3.5,"
Never-before-aired NASA footage presents evidence that the Moon is being used as a base.","
    Director:
Robert Kiviat
| 
    Stars:
Roger Leopardi, 
Amy Shira Teitel, 
Joshua P. Warren, 
Lee Speigel
",993,86.0,
Anthony Jeselnik: Fire in the Maternity Ward,(2019 TV Special),gomedy,7.2,"
Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.","
    Director:
Marcus Raboy
| 
    Star:
Anthony Jeselnik
","3,157",64.0,
Breach,(IV) (2020),"Action, Horror, Sci-Fi",3.1,"
On the cusp of fatherhood, a junior mechanic aboard an interstellar ark to New Earth must outwit a malevolent cosmic terror intent on using the spaceship as a weapon.","
    Director:
John Suits
| 
    Stars:
Cody Kearsley, 
Bruce Willis, 
Rachel Nichols, 
Kassandra Clementi
","10,958",92.0,
Force 2,(2016),"Action, Adventure, Thriller",62,"
ACP Yashvardhan teams up with RAW Agent KK to bring down the mole within RAW.","
    Director:
Abhinay Deo
| 
    Stars:
John Abraham, 
Sonakshi Sinha, 
Tahir Raj Bhasin, 
Adil Hussain
","5,138",127.0,
DreadOut,(2019),"Adventure, Fantasy, Hororr",51,"
Six friends want to become popular by recording their adventures to be uploaded to social media accounts. They choose to go to the abandoned apartment and suddenly open a portal to the magical world and infuriate the portal guardian.","
    Director:
Kimo Stamboel
| 
    Stars:
Caitlin Halderman, 
Jefri Nichol, 
Marsha Aruan, 
Ciccio Manassero
",533,97.0,
Moving Art,(2014–2019),Dcumentary,8.7,"
Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.","
",367,25.0,
Influx: Documentary,(2016),Documentary,6.9,"
London has never attracted so many Italians as in the last few years. In a period when European immigration is continuously debated in politics, INFLUX, through the perspective of ...                See full summary »
","
    Director:
Luca Vullo
",28,,
The 43,(2019– ),Documentary,72,"
This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.","
            
    Star:
Paco Ignacio Taibo II
",99,,
 Black Lightning,(2017–2021),"Action, Drama, Sci-Fi",70,"
Jefferson, Anissa and Jennifer discover that the ASA is now hunting the entire Pierce family. Meanwhile, Lynn does the unthinkable.","
    Director:
Michael Schultz
| 
    Stars:
Cress Williams, 
China Anne McClain, 
Nafessa Williams, 
Christine Adams
",304,42.0,
Saiyuki Reload Blast,(2017– ),"Animation, Actionn, AAdventure",7.6,"
The Sanzo Party has finally reached the West of Tougenkyou and encounter new enemies. It also reveals some truth about their past life.","
            
    Stars:
Greg Ayres, 
David Matranga, 
Ian Sinclair, 
Micah Solusod
",85,23.0,
Zambezia,(2012),"Animation, Adventure, Comedy",5.8,"
Zambezia is a new feature film by Triggerfish Animation Studios about a young high-spirited falcon who journeys to the famed bird city of Zambezia.","
    Director:
Wayne Thornley
| 
    Stars:
Leonard Nimoy, 
Jeremy Suarez, 
Abigail Breslin, 
Jeff Goldblum
","6,867",83.0,
More Tales of the City,(1998),"Drama, Romance",7.9,"
In this sequel to the controversial PBS mini-series, Mona Ramsey is on a cross-country trip that takes her to a brothel w$hich may hold a secre^t a*bou&t her past. Michael ""&Mouse"" Toll%iver and ...                See full summary »
","
            
    Stars:
Olympia Dukakis, 
Laura Linney, 
Colin Ferguson, 
Barbara Garrick
","1,751",330.0,
 Don't F**k with Cats: Hunting an Internet Killer,(2019),"Documentary, Crime",8.4,"
A new video pushes panic go to the next level, galvanizing the ""internet nerds"" to intensify their own painstaking investigation as police join the hunt.","
    Director:
Mark Lewis
| 
    Stars:
Deanna Thompson, 
John Green, 
Mike Nadeau, 
Claudette Hamlin
","1,206",57.0,
 Dark,(2017–2020),"Crime, Drama, Mystery",93,"
Martha meets the Stranger and learns his true identity. Claudia tries to prevent Egon's death in 1987. Hannah travels to 1954 to see Ulrich.","
    Director:
Baran bo Odar
| 
    Stars:
Dietrich Hollinderbäumer, 
Lisa Vicari, 
Andreas Pietschmann, 
Maja Schöne
","10,209",58.0,
Teenage Bounty Hunters,(2020),"Comedy, Crime, Drama",7.7,"
After@ joining forces with a veteran bounty hunter, sixteen-year-old fraternal twin sisters Sterl#ing and Blair dive into the world of bail skipping baddies while still navigating the high stakes of teenage life.","
            
    Stars:
Maddie Phillips, 
Anjelica Bette Fellini, 
Kadeem Hardison, 
Virginia Williams
","9,250",,
 Avatar: The Last Airbender,(2005–2008),"Animation, Acton, Adventurre",96,"
As Zuko tries to make it by in exile without his uncle, he remembers how his father became Firelord and what happened to his mother.","
    Director:
Lauren MacMullan
| 
    Stars:
Dante Basco, 
Grey Griffin, 
Mako, 
Gary Anthony Sturgis
","4,263",25.0,
 Brews Brothers,(2020– ),Comdey,68,"
Add a Plot
","
    Director:
Annabel Oakes
| 
    Stars:
Mike Castle, 
Alan Aisenberg, 
Carmen Flood, 
Marques Ray
",51,,
